linha,transacoes,cartoes_unicos,vl_linha_medio,vl_trans_medio,vl_subsidio_total,pct_subsidio_medio
R2CMS - ESTAÇÃO COSMOS - SUPERVIA,388,321,7.6,6.07,593.95,34.28
112417 - PCA XV X VILAR DOS TELES,387,301,11.15,7.97,1229.1,36.87
R1MHS - ESTAÇÃO MARECHAL HERMES - SUPERVIA,387,310,7.6,6.03,608.8,35.44
530 - QUEIMADOS - RIO DE JANEIRO,384,318,16.7,8.67,3083.05,61.13
434L - NOVA IGUAÇU - TAQUARA,373,306,5.95,5.59,136.0,40.1
133024 - CABUÇU - COELHO NETO,363,300,6.85,6.29,203.95,54.14
489M - NITERÓI - APOLO III ( VIA BR-101 ),359,311,8.1,7.14,344.7,59.94
508 - AUSTIN - CENTRAL (VIA TIO LUIZ),353,295,13.9,7.82,2145.2,57.16
105P - PARACAMBI - NOVA IGUAÇU,349,273,6.85,6.18,235.25,81.77
437P - CAMPO LINDO - PARACAMBI,348,257,6.35,6.09,88.75,73.56
492 - CENTRAL - VILA DE CAVA,345,286,12.65,7.48,1783.5,53.2
570I - ENG. PEDREIRA - QUEIMADOS (V. STA AMELIA),338,235,5.95,5.54,137.1,41.15
703A - SANTA ROSA - VILA ISABEL,338,266,12.65,9.23,1157.35,46.21
121T - DUQUE DE CAXIAS - ITAGUAÍ,337,280,9.37,7.54,412.85,30.0
431-M - CABUÇU - ALCÂNTARA,337,275,6.35,5.95,135.35,31.81
728M - ALCÂNTARA - ITAMBI,337,282,6.35,5.66,181.95,51.17
206I - NOVA IGUAÇU - BELFORD ROXO (VIA EST. IGUAÇU),336,277,5.95,5.43,175.7,31.41
466C - SAO FRANCISCO DO CROARA - CENTRAL,335,285,17.95,8.82,3058.35,62.18
110465D - ANDORINHAS - CAXIAS,330,276,7.61,6.72,692.85,inf
134B - NOVA IGUAÇU - VILA ISABEL,324,268,12.65,8.46,1358.95,47.53
540 - NITEROI X ITAMBI,322,261,14.75,9.04,1837.3,54.15
709A - CHARITAS - CASTELO,321,272,10.4,7.43,953.8,43.67
MB10SEC - ITABORAÍ - RIO BONITO,315,242,7.07,7.07,0.0,
551 - NITEROI X PORTAO DO ROSA,311,255,7.0,6.77,72.8,14.65
508 - AUSTIN - RIO DE JANEIRO,310,260,13.9,7.73,1914.05,55.3
780 - SAO FRANCISCO X MESQUITA,310,258,5.95,4.9,324.8,54.59
562I - AUSTIN - PAVUNA,308,261,5.95,5.33,189.95,38.01
R5SAR - ESTAÇÃO SARACURUNA - SUPERVIA,305,276,7.6,5.96,499.25,34.57
533D - Alcântara - Méier (via PPCS),305,240,15.2,9.82,1641.2,56.24
527 - PARQUE SAO VICENTE - CENTRAL,303,255,13.9,8.08,1763.55,53.53
P412 - AVELAR - GOVERNADOR PORTELA VIA VISTA ALEGRE,301,224,6.85,6.85,0.0,
411N - IMBARIE X PETROPOLIS,298,239,10.32,10.32,0.0,
495L - DUQUE DE CAXIAS X PENHA,295,250,5.95,5.39,165.65,56.82
2100D - Niterói - Castelo,292,249,9.25,6.48,807.7,46.2
536 - XERÉM - RIO DE JANEIRO,291,254,14.75,8.92,1695.5,52.49
2740D - CHARITAS - IPANEMA,290,249,16.65,16.65,0.0,
167004 - CENTRAL - EDEN,285,239,11.15,8.65,713.6,33.33
133001 - ITAGUAI - CENTRAL,284,246,14.15,9.67,1272.8,56.58
128028 - NILÓPOLIS - PAVUNA (ÉDEN),278,233,5.95,5.37,160.25,45.65
1900T - CONCEIÇÃO DE JACAREÍ - D. DE CAXIAS (VIA C. GRANDE/BR-101),275,186,31.07,31.07,0.0,
904T - DUQUE DE CAXIAS - SANTA CRUZ - SAC,274,216,10.4,8.36,559.05,36.57
218 - Macaé x Unamar,273,155,18.65,18.65,0.0,
267 - MACAE-CABO FRIO  CONV,272,206,19.55,19.55,0.0,
705I - MIGUEL COUTO - EDSON PASSOS (VIA DUTRA),272,220,5.95,5.56,105.25,61.0
1941D - NITERÓI - NOVA IGUAÇU ( VIA PPCS/DUTRA ),269,231,23.0,23.0,0.0,
521 - CENTRAL X ITAGUAI,266,213,15.55,9.7,1556.95,58.9
518 - COMENDADOR SOARES X CENTRAL (VIA RUA BARROS JÚNIOR),266,237,13.9,7.85,1608.3,56.72
R2RLO - ESTAÇÃO REALENGO - SUPERVIA,266,242,7.6,6.26,355.9,34.43
605I - AUSTIN-QUEIMADOS (VIA GUIMARAES),261,210,5.95,5.56,100.6,31.9
428 - CABRAL - COMENDADOR SOARES,259,218,5.95,5.57,99.35,55.66
R3PJO - ESTAÇÃO JUSCELINO - SUPERVIA,259,227,7.6,5.74,481.2,39.33
519M - FAZENDA DOS MINEIROS - NITERÓI ( VIA BR-101 ),257,221,6.35,5.63,183.9,55.69
564T - DUQUE DE CAXIAS - CAMPO GRANDE (VIA PARADA DE LUCAS),257,226,10.4,8.12,586.4,38.89
480M - NITERÓI - APOLO III ( VIA MARAMBAIA ),253,219,8.1,6.79,331.5,62.96
529 - IPIRANGA X CENTRAL,253,230,19.75,8.69,2797.8,67.46
714 - PONTO CHIC - BARRO VERMELHO,251,209,5.95,5.54,102.3,49.12
436S - ITAGUAI - SANTA SOFIA,247,187,6.35,5.86,119.8,82.03
B105SEC - ARARUAMA - RIO BONITO,240,197,10.06,10.06,0.0,
710I - QUEIMADOS - PAVUNA,239,206,8.1,6.66,345.0,72.19
R3RAE - ESTAÇÃO RICARDO DE ALBUQUERQUE - SUPERVIA,238,219,7.6,5.94,394.95,35.59
617 - CHARITAS - AEROPORTO INTERNACIONAL,231,206,12.65,8.02,1069.95,50.35
640I - QUEIMADOS - ENGº. PEDREIRA,230,169,5.95,5.2,172.85,72.63
535 - BABI X NOVA IGUACU,229,183,5.95,5.43,120.1,53.12
558 - PIABETÁ x PENHA,228,206,14.75,8.54,1415.45,53.02
525 - VILA DE CAVA X BELFORD ROXO,225,199,5.95,5.37,129.65,44.47
114417 - PQ. SAO JOSE X PCA MAUA,224,196,12.65,8.32,970.0,42.13
"516I - NILOPOLIS - KM 2,5 (VIA SHOPPING)",223,178,5.95,5.56,86.9,54.09
561I - SANTA RITA - PAVUNA ( VIA PONTO CHIC ),219,199,5.95,5.44,112.5,60.99
R1BRO - ESTAÇÃO BENTO RIBEIRO - SUPERVIA,219,200,7.6,5.89,375.55,34.32
R1ENO - ESTAÇÃO ENGENHO NOVO - SUPERVIA,218,199,7.6,5.94,362.4,37.55
542R - ANAIA - NITEROI SA,217,182,6.35,5.77,126.6,52.46
128009 - N. IGUAÇU - CAXIAS (V.PAULINE),215,182,5.95,5.34,130.95,73.36
523MA - NITEROI X PRAIA PEDRINHAS,211,188,6.35,5.79,118.95,56.76
546R - MARICA - RIO DO OURO (M-AP),209,173,6.85,6.55,61.7,40.95
R1PIE - ESTAÇÃO PIEDADE - SUPERVIA,207,190,7.6,5.99,332.6,34.46
R1RCO - ESTAÇÃO RIACHUELO - SUPERVIA,207,189,7.6,6.04,322.4,34.21
R1CDA - ESTAÇÃO CASCADURA - SUPERVIA,205,181,7.6,6.05,317.2,37.26
522B - CENTRAL - PQ. SAO VICENTE,204,176,12.65,8.37,873.75,44.85
500 - SÃO GONÇALO X ALDEIA DA PRATA,201,181,7.0,6.32,137.55,41.81
570P - ITAGUAÍ - MARECHAL HERMES,201,175,5.95,5.76,37.9,22.75
517M - FAZENDA DOS MINEIROS - NITERÓI ( VIA PORTO VELHO ),200,184,6.35,5.6,149.6,54.79
"455U - ITAGUAÍ - MURIQUI ""SA""",200,162,8.1,7.38,144.5,81.09
R2AVS - ESTAÇÃO AUGUSTO VASCONCELOS - SUPERVIA,198,172,7.6,6.27,263.45,34.66
167002 - CENTRAL - VILA TIRADENTES,198,176,11.15,8.42,541.15,35.17
"457UD - CONCEIÇÃO DE JACAREÍ - ITAGUAÍ (VIA MANGARATIBA) ""SAC""",197,171,8.64,8.3,236.95,inf
128030 - NILÓPOLIS X SHOPPING GRANDE RIO (VIA PORTUGAL,197,161,5.95,5.41,106.8,52.79
R1OCZ - ESTAÇÃO OSWALDO CRUZ - SUPERVIA,196,174,7.6,6.11,292.35,34.35
556C - JARDIM DO YPE - CENTRAL (VIA W. LUIZ),188,161,13.4,7.66,1079.9,53.37
590M - Niterói - Amendoeiras (via Tribobó),188,161,8.1,7.12,183.5,59.61
546 - MAGE - NITEROI,186,167,15.55,9.26,1169.15,55.29
R2MBS - ESTAÇÃO MAGALHÃES BASTOS - SUPERVIA,185,157,7.6,6.13,272.3,37.71
470 - TAQUARA X CENTRAL (VIA PARADA ANGELICA],184,169,13.4,8.31,936.05,49.54
520 - HELIÓPOLIS X CENTRAL (VIA ANDRADE ARAÚJO),184,160,13.9,8.41,1010.25,53.05
524B - CENTRAL - NOVA AURORA,184,171,12.65,7.35,974.65,52.06
3400M - Bairro das Palmeiras - Niterói (via BR-101),183,163,6.35,5.9,81.6,55.87
121 - Itaguaí - Conceição de Jacareí - VIA BR-101,183,115,22.35,13.92,1542.85,67.67
R3OLA - ESTAÇÃO OLINDA - SUPERVIA,180,168,7.6,5.96,296.0,35.73
R3LAJ - ESTAÇÃO LAGES - SUPERVIA,179,159,7.6,6.03,280.8,34.21
R2GSA - ESTAÇÃO GUILHERME DA SILVEIRA - SUPERVIA,179,167,7.6,6.37,221.0,34.21
CAXIAS - PETRÓPOLIS -  DUQUE DE CAXIAS,179,151,12.8,12.8,0.0,
MP70DK - MIGUEL PEREIRA - TRES RIOS,178,150,8.64,8.64,0.0,
445MA - ENGENHO PEQUENO - NITEROI (VIA MENTOR COUTO),172,155,6.35,5.78,98.8,53.65
R3ATA - ESTAÇÃO ANCHIETA - SUPERVIA,169,157,7.6,5.95,278.35,35.56
459B - QUEIMADOS - PENHA,168,144,8.1,6.74,228.4,76.21
111418 - JD. REDENTOR X MAUA,167,144,12.65,8.56,682.7,44.6
110417 - VILAR DOS TELES X CENTRAL,166,147,11.15,8.08,509.9,39.42
521D - ALCÂNTARA - CANDELÁRIA,164,155,14.15,8.32,956.1,51.58
535R - V.DAS MOCAS - NITEROI SA,164,149,8.1,7.32,128.15,46.53
546 - Niteroi - Mage (Via Itambi),161,147,15.55,8.21,1181.45,57.56
571 - N. CAMPINAS X CENTRAL,160,145,13.4,8.89,721.6,49.4
R2STO - ESTAÇÃO SANTÍSSIMO - SUPERVIA,159,149,7.6,6.29,208.55,35.18
R2TNS - ESTAÇÃO TANCREDO NEVES - SUPERVIA,151,138,7.6,6.09,228.2,34.91
133B - NOVA IGUACU - CENTRAL,151,136,10.12,7.49,403.4,41.81
2520VTA - JARDIM ALCANTARA - ESTACIO,149,134,16.9,10.23,806.05,44.55
DOL138 - Valença - Barra Mansa (via Volta Redonda),147,19,31.18,31.18,0.0,
120 I - BELFORD ROXO - NOVA IGUAÇU,146,126,5.95,5.53,62.0,61.29
558 - TRES RIOS X PARAIBA DO SUL,146,119,5.3,5.3,0.0,
R2SCA - ESTAÇÃO SENADOR CAMARÁ - SUPERVIA,145,135,7.6,5.96,237.75,34.38
426M - ITAMBI - NITERÓI ( VIA BR-101 ),144,130,13.4,9.17,589.6,43.13
128018 - COSMORAMA - CASCADURA,143,129,5.95,5.55,57.6,44.0
471C - SARACURUNA - PASSEIO,142,132,13.4,8.93,634.1,46.39
121TD - DUQUE DE CAXIAS - ITAGUAÍ,141,127,8.08,7.79,252.2,inf
5460 - BARRA DA TIJUCA - ITAGUAÍ,141,126,20.0,20.0,0.0,
R1QTO - ESTAÇÃO QUINTINO - SUPERVIA,140,128,7.6,6.07,214.35,34.39
R1SFX - ESTAÇÃO SÃO FRANCISCO XAVIER - SUPERVIA,140,134,7.6,5.88,241.5,34.54
610I - AUSTIN-QUEIMADOS (VIA INCONFIDENCIA),138,120,5.95,5.42,73.8,65.28
500R - MARICA - ALCANTARA SAC,138,116,12.65,7.98,645.1,48.57
416M - MANILHA - NITERÓI (VIA NOVO HORIZONTE/PLANALTO DO MARAMBAIA),137,127,8.1,7.08,139.3,53.74
675 I - NOVA IGUAÇU - BNH (VIA MESQUITA),137,114,5.95,5.51,60.6,56.58
486 - XEREM X PASSEIO (CENTRAL),136,120,13.4,8.87,616.05,50.52
651 - FRIBURGO - MACUCO URB.,136,119,12.38,12.38,0.0,
B100 - RIO BONITO - SAQUAREMA,135,102,11.0,11.0,0.0,
407DKA - CAXIAS - RAIZ DA SERRA,133,118,4.51,4.53,109.3,inf
R1PBA - ESTAÇÃO PRAÇA DA BANDEIRA - SUPERVIA,132,125,7.6,5.6,263.8,38.14
DOL187 - Rio de Janeiro - Teresópolis,131,47,40.24,40.24,0.0,
"458S - CAMPO GRANDE - ITAGUAÍ (VIA AV. BRASIL/BR101) ""SA""",128,117,5.95,5.48,59.85,59.17
DOL21 - Campos - Miracema,128,19,18.48,18.48,0.0,
3721D - ALCÂNTARA - BOTAFOGO,128,120,17.88,9.32,785.85,41.69
560I - JACERUBA - QUEIMADOS,128,94,5.95,5.55,51.55,57.76
550 - NILOPOLIS X CENTRAL (VIA VILA NOVA),127,112,14.75,8.89,743.95,55.42
523B - CENTRAL - SGT. RONCALI (VIA PQ.SAO VICENTE),125,117,12.65,8.9,469.0,40.3
728D - SANTA ISABEL - CANDELÁRIA,123,115,15.2,9.03,758.85,48.0
217 - Macaé x São Pedro da Aldeia,122,89,30.65,30.65,0.0,
556 - TRES RIOS X POSSE,121,83,6.17,6.17,0.0,
122 - Itaguaí - Itacuruça - VIA BR-101,119,99,7.55,7.24,36.7,60.76
666 - FRIBURGO-S.S.DO ALTO URB,119,108,12.52,12.52,0.0,
"457U - CONCEIÇÃO DE JACAREÍ - ITAGUAÍ (VIA MANGARATIBA) ""SAC""",119,108,10.03,8.38,166.25,60.76
81 - CHARITAS - BARRA DA TIJUCA (VIA JARDIM BOTÂNICO) SAC,119,114,15.2,9.53,675.3,54.85
526B - CENTRAL - ITAIPU,118,106,12.65,8.4,502.0,40.91
702B - AUSTIN X MERCADO SAO SEBASTIAO,117,110,5.95,5.41,63.4,59.2
210 - Araruama - Macaé - VIA RJ-106,117,79,41.75,41.75,0.0,
DOL155 - Rio de Janeiro - Petrópolis,117,57,35.79,35.79,0.0,
R5JPA - ESTAÇÃO JARDIM PRIMAVERA - SUPERVIA,114,107,7.6,5.94,189.8,34.21
5400M - Niterói - Nova Cidade (via BR-101),114,108,6.35,5.84,57.7,36.34
128011 - N. IGUAÇU - SGT. RONCALI,114,101,5.95,5.61,39.05,93.76
218 - MACA? - UNAMAR,111,64,18.65,18.65,0.0,
R2PML - ESTAÇÃO PADRE MIGUEL - SUPERVIA,109,104,7.6,6.28,144.15,34.49
587M - SÃO GONÇALO - VENDA DAS PEDRAS,109,101,6.35,5.88,51.2,53.75
117T - CAXIAS X MANGARATIBA (VIA CAMPO GRANDE),107,99,8.1,7.65,48.35,74.61
L4 GOS2 - Estação General Osório 2,106,97,7.9,6.31,168.2,36.71
R1SPO - ESTAÇÃO SAMPAIO - SUPERVIA,106,98,7.6,5.91,179.4,34.21
MB15D - CACHOEIRA DE MACACU X MAGE,105,86,10.14,10.14,0.0,
600N - BAIRRO VONA - CENTRAL,104,97,5.95,5.64,32.7,36.64
559 - RIO BONITO X PRAÇA XV,104,84,28.75,28.75,0.0,
423M - Niterói - Portão do Rosa (via BR-101),103,98,6.35,5.05,134.1,44.93
165 - MACAE - QUISSAMA (VIA CARAPEBUS) AC,103,81,15.55,15.55,0.0,
119TD - DUQUE DE CAXIAS - ITAGUAÍ,103,101,6.76,6.96,292.6,inf
511 - CAXIAS X PARQUE PAULISTA,102,96,6.21,5.78,41.7,65.67
552 - NITEROI X RIO BONITO,102,87,23.0,23.0,0.0,
817 - CHARITAS - IPANEMA AC,101,91,16.65,16.65,0.0,
R2BME - ESTAÇÃO BENJAMIM DO MONTE - SUPERVIA,101,93,7.6,6.31,130.0,34.21
201 - Magé x Teresópolis,100,81,18.55,18.55,0.0,
550M - NITERÓI - SÃO PEDRO,99,92,8.1,7.01,107.9,70.11
520B - SÃO FRANCISCO - CENTRAL,99,90,12.65,8.76,385.45,43.53
R5CT8 - CORTE 8,98,96,7.6,5.79,177.2,35.87
637T - XEREM X LEBLON,97,93,14.15,8.71,527.45,55.64
491P - AUSTIN - CENTRAL,96,90,12.65,8.88,362.35,40.34
471 - TAQUARA X CENTRAL (VIA JARDIM ANHANGA),95,87,13.4,7.87,525.15,52.96
131 - Cabo Frio - Rio das Ostras - VIA RJ-140/RJ-106,94,50,24.1,24.1,0.0,
621 - N.IGUACU X N.AURORA (AV GLORIA),94,89,5.95,5.13,76.65,64.41
R5TGM - TRIAGEM,93,90,7.6,5.7,177.1,36.41
R3PCI - ESTAÇÃO PARACAMBI - SUPERVIA,93,89,7.6,6.39,112.5,35.24
111 - Avelar - Governador Portela - VIA RJ-125,93,87,7.55,7.55,0.0,
111416 - JD. GRAMACHO X CENTRAL,92,83,9.25,7.74,139.15,25.07
490P - MIGUEL COUTO - CENTRAL,90,86,12.65,7.41,471.7,54.04
216 - Macaé x Rio das Ostras,89,81,13.2,13.2,0.0,
571R - NITERÓI - ENGENHO DO ROÇADO,89,79,6.35,6.09,23.05,45.37
1000 - CONCEICAO DE MACABU X MACAE,87,73,14.2,14.2,0.0,
417M - MANILHA - NITERÓI ( VIA BR-101 ),85,83,8.1,7.32,66.55,34.23
536R - NITEROI - V.DAS MOCAS M.PAULA SA,85,76,8.1,7.53,48.45,85.45
493P - PONTO CHIC - CENTRAL,85,83,12.65,8.57,346.75,39.16
R4BRX - ESTAÇÃO BELFORD ROXO - SUPERVIA,84,81,7.6,5.77,153.4,42.94
DOL302 - Rio de Janeiro - Macaé (via RJ-104),84,38,68.32,68.32,0.0,
538 - DUQUE DE CAXIAS X NITEROI (V. RODOV. NOVO RIO),83,79,15.55,8.02,625.3,60.93
DOL298 - Rio de Janeiro - Campos (via PPCS/via Expressa),82,38,92.6,92.6,0.0,
584 - NITEROI X ARARUAMA AC,81,76,51.6,51.6,0.0,
110503 - VILA SÃO LUIZ - CENTRAL,80,76,9.25,7.46,142.95,24.53
524MA - NITEROI X PONTAL,79,74,6.35,5.75,47.2,57.17
DOL43 - Nova Friburgo - Duas Barras,78,9,13.4,13.4,0.0,
"122T - ITAGUAÍ - MANGARATIBA ""SA""",78,70,8.1,7.36,57.9,89.35
608I - N. IGUAÇU-NS DO ROSÁRIO (V.MARILÉIA E AUSTIN),77,75,5.95,5.49,35.1,65.55
502 - ALCANTARA X CURUZU,76,73,7.0,6.52,36.25,57.54
103C - DUQUE DE CAXIAS - PRAÇA MAUÁ (VIA 25 AGOSTO),75,75,9.25,8.05,89.8,18.32
R5BCO - ESTAÇÃO BONSUCESSO - SUPERVIA,75,71,7.6,5.98,121.7,35.58
211 - Armação dos Búzios - Macaé - VIA RJ-102/RJ-106,74,53,32.0,32.0,0.0,
4144R - NITEROI - ITAIPUACU TA,74,72,18.97,10.11,367.85,34.65
MB36 - ALCÂNTARA - ITABORAÍ,72,65,6.35,5.41,16.85,88.45
112 - Avelar - Miguel Pereira - VIA RJ-125,72,64,5.85,5.85,0.0,
124 - Itaguaí - Muriqui - VIA BR-101,72,64,8.9,7.74,83.5,37.53
500R - MARICÁ X ALCÂNTARA SAC,71,70,12.65,9.36,233.65,36.94
730-DA - CHARITAS - CASTELO VIA FONSECA,71,64,10.4,8.1,163.0,40.19
211 - ARMACAO DOS BUZIOS X MACAE - VIA RJ-102/RJ-106,70,50,32.0,32.0,0.0,
DOL46 - Nova Friburgo - Itaperuna,70,10,10.57,10.57,0.0,
213 - Cabo Frio - Macaé - VIA RJ-140/RJ-106,69,50,36.7,36.7,0.0,
725-DA - FONSECA - SÃO CRISTÓVÃO,69,68,10.4,8.54,128.05,34.2
460I - NOVA IGUACU X DELAMARE,67,63,5.95,5.44,34.4,64.24
R5PHA - ESTAÇÃO PENHA - SUPERVIA,67,62,7.6,5.87,115.7,41.14
2100 - TERESOPOLIS X GUAPIMIRIM SA,67,63,9.55,9.55,0.0,
1400 - TERESOPOLIS X MAGE,66,61,13.15,13.15,0.0,
134 - Casimiro de Abreu - Rio das Ostras - VIA BR-101/RJ-162,64,47,15.05,15.05,0.0,
DOL140 - Rio de Janeiro - Petrópolis,64,37,37.66,37.66,0.0,
212 - Barra de São João - Macaé - VIA RJ-106,64,58,16.35,16.35,0.0,
R2VMR - ESTAÇÃO VILA MILITAR - SUPERVIA,62,59,7.6,6.57,63.55,34.84
109 - Arcozelo - Governador Portela - VIA RJ-125,62,59,6.7,6.7,0.0,
R5RMS - ESTAÇÃO RAMOS - SUPERVIA,61,58,7.6,6.13,89.55,34.66
488P - BOA ESPERANÇA - CENTRAL,61,57,12.65,9.41,197.4,33.2
4146D - ITAIPUACU - CASTELO TA,60,57,22.29,13.77,471.4,51.82
554I - CAXIAS X MANTIQUEIRA,59,56,6.22,5.86,20.9,54.86
554 - NITERÓI X VÁRZEA DAS MOÇAS (VIA TRIBOBÓ),59,58,8.9,8.19,41.75,13.03
156 - MACAE - QUISSAMA (VIA CARAPEBUS),58,57,11.46,11.46,0.0,
479I - NOVA IGUAÇU - P. DE LUCAS ( VIA DEORORO),57,55,5.95,5.21,42.25,71.01
600M - TANGUÁ - ITABORAÍ (VIA POSSE),57,39,5.95,5.73,12.55,70.31
200 - Guapimirim x Teresópolis,57,55,10.5,10.5,0.0,
131 - CABO FRIO - RIO DAS OSTRAS,55,30,24.1,24.1,0.0,
415TMS2 - BARRA DA TIJUCA - MAGE,55,54,17.95,10.0,311.75,62.03
592I - JAPERI - PAVUNA,55,52,8.1,7.04,58.2,79.83
128015 - J. BOTÂNICO - CASCADURA (PREF),54,53,5.95,5.09,46.25,55.52
R5MGS - ESTAÇÃO MANGUINHOS - SUPERVIA,54,51,7.6,5.82,96.2,34.21
115 - Conceição de Macabu x Macaé;,54,40,15.55,15.55,0.0,
585I - NOVA IGUAÇU - JACERUBA,53,46,5.95,5.63,16.7,56.13
562 - PETROPOLIS X SAO JOSE A,52,47,16.78,16.78,0.0,
815 - MAGE X VALE DAS PEDRINHAS,51,46,5.95,5.32,32.35,77.67
515I - QUEIMADOS - CAMPO ALEGRE,50,42,5.95,5.5,22.45,62.89
DOL31 - Itaperuna - Campos (via Cardoso Moreira),50,7,30.97,30.97,0.0,
670 - C.DE MACACU - FRIBURGO URB,49,42,16.3,16.3,0.0,
303 - Cabo Frio - Rio de Janeiro - VIA RJ-106,48,19,66.6,66.6,0.0,
B110 - RIO BONITO - SILVA JARDIM ( VIA BR-101 ),48,39,10.0,10.0,0.0,
438P - CACARIA - SEROPÉDICA,48,31,6.25,6.25,0.0,
206 - Arcozelo - Japeri - VIA RJ-125,48,30,20.8,20.8,0.0,
DOL23 - Campos - Nova Friburgo (via Ibipeba),47,7,11.85,11.85,0.0,
DOL173 - Teresópolis - Magé,46,23,16.41,16.41,0.0,
805 - MAGE X PARAISO,45,44,8.1,7.92,8.1,100.0
DOL310 - Rio de Janeiro - Nova Friburgo (via PPCS/via Expressa),44,17,58.01,58.01,0.0,
DOL167 - Castelo - Petrópolis,44,11,34.54,34.54,0.0,
128005 - J. BOTÂNICO - CAXIAS,44,42,5.95,4.69,55.6,71.88
NIGUACU - PETRÓPOLIS - NOVA IGUAÇU,44,43,16.12,16.12,0.0,
DOL26 - Campos - São Fidélis (via Ernesto Machado),43,4,20.9,20.9,0.0,
461I - NOVA IGUACU X FABRICA DE POLVORA,43,43,5.95,5.39,24.15,57.98
703-M - MANILHA - LARGO DA IDEIA ( VIA ESTRADA DO SAPÊ ),42,40,6.35,5.69,27.8,54.72
R5ORA - ESTAÇÃO OLARIA - SUPERVIA,41,39,7.6,6.11,60.95,34.87
DOL160 - Nova Iguaçu - Petrópolis,41,18,21.16,21.16,0.0,
565 - ANDRADE PINTO X TRES RIOS,40,40,5.39,5.39,0.0,
104C - CAXIAS - PRAÇA MAUÁ (CAIS PORTO\VIGÁRIO GERAL SEM AR),40,40,9.25,6.57,107.15,41.37
123 - Itaguaí - Mangaratiba - VIA BR-101,39,37,8.9,8.6,11.7,14.6
R5CES - ESTAÇÃO CAMPOS ELÍSIOS - SUPERVIA,39,36,7.6,6.02,61.55,35.21
683 - C.DE MACACU - FRIBURGO LIGHT,38,37,16.3,16.3,0.0,
100R - MARICA - ITABORAI (VIA RJ-114) SAC,37,34,12.65,10.66,73.8,32.41
DOL321 - Rio de Janeiro - Saquarema,37,7,39.73,39.73,0.0,
200 - N.IGUACUXB.ROXO (AREIA BRANCA),36,35,5.95,5.56,14.1,59.24
179 - CHARITAS X GALEAO,35,34,12.65,8.73,137.35,57.15
301 - Araruama - Rio de Janeiro - VIA RJ-106,35,22,50.5,50.5,0.0,
DOL241 - Macaë - Campos (via RJ-106),35,16,48.8,48.8,0.0,
599I - MIGUEL COUTO X PAVUNA,34,34,5.95,5.11,28.6,68.67
208 - Carapebus x Rio das Ostras,33,33,13.2,13.2,0.0,
P700 - ARCOZELO X GOVERNADOR PORTELA,33,32,6.1,6.1,0.0,
R5VGL - ESTAÇÃO VIGÁRIO GERAL - SUPERVIA,33,33,7.6,6.02,52.0,34.21
DOLN450 - Campos - Grussai (Via Lagoa) - Sa,32,8,13.21,13.21,0.0,
DOL380 - Rio de Janeiro - Arraial do Cabo,32,16,75.71,75.71,0.0,
DOL375 - RIO DE JANEIRO - PARAÍBA DO SUL,31,6,43.92,43.92,0.0,
DOL78 - Rio de Janeiro - Barra Mansa (via C. Grande e Volta Redonda),31,15,36.43,36.43,0.0,
R5PLS - ESTAÇÃO LUCAS - SUPERVIA,30,29,7.6,5.67,57.85,38.06
R5BPA - ESTAÇÃO BRÁS DE PINA - SUPERVIA,30,30,7.6,5.87,51.8,35.87
DOL8 - Nova Iguaçu - Angra dos Reis,30,8,54.07,54.07,0.0,
302 - Araruama - Niterói - VIA RJ-106,30,23,43.3,43.3,0.0,
765I - PIABETÁ - XERÉM (VIA NOVA CAMPINA E IMBARIÊ),30,28,5.95,5.48,13.95,58.62
R5PCR - ESTAÇÃO PENHA CIRCULAR - SUPERVIA,29,28,7.6,6.13,42.75,35.16
R5CDL - ESTAÇÃO CORDOVIL - SUPERVIA,28,28,7.6,6.26,37.55,35.29
214 - Cachoeiras de Macacu - Nova Frigurgo - VIA RJ-116,27,23,17.95,17.95,0.0,
DOL190 - Castelo - Teresópolis,27,8,44.24,44.24,0.0,
6144R - RUA 126 X NITEROI (TA),27,27,14.43,10.94,94.3,32.41
MP779 - MIGUEL PEREIRA - VALE DAS VIDEIRAS,26,23,6.32,6.32,0.0,
101C - DUQUE DE CAXIAS - CENTRAL (VIA VIGÁRIO GERAL),26,26,9.25,6.8,63.65,36.22
DOL166 - Barra da Tijuca - Petrópolis,25,3,26.08,26.08,0.0,
MAN-IGD - MANGARATIBA X I.GRANDE,25,1,7.7,7.7,0.0,
587 DK - NITEROI-ARARUAMA V.SERRA URB,25,22,24.8,24.8,0.0,
100R - MARICÁ X ITABORAÍ (VIA RJ-114) SAC,25,25,12.65,10.85,45.1,32.41
DOL182 - Niterói - Teresópolis,24,16,35.12,35.12,0.0,
501P - MIGUEL COUTO- CENTRAL ( PARADOR ),24,24,12.65,8.95,88.9,41.34
136 - Rio Bonito - Silva Jardim - VIA BR-101/RJ-140,24,24,11.0,11.0,0.0,
DOL152 - Nova Iguaçu - Petrópolis,24,12,22.76,22.76,0.0,
DOL81 - Rio de Janeiro - Barra Mansa (via Volta Redonda),24,13,48.9,48.9,0.0,
DOL294 - Rio de Janeiro - Cabo Frio,23,4,72.86,72.86,0.0,
DOL222 - Campos - Cabo Frio,23,13,43.41,43.41,0.0,
DOL153 - Nova Iguaçu - Petrópolis,22,5,23.73,23.73,0.0,
XEREM - PETRÓPOLIS X XEREM,22,18,14.9,14.9,0.0,
